CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Oeste;28042073;IES;MARGARITA SALAS;Calle María Teresa León, 1 ;Majadahonda;-;28220;916340599;916340056;ies.margaritasalas.majadahonda@educa.madrid.org;-;Público;
Madrid-Capital;28038801;IES;MARIA DE MOLINA;Calle De Mirabel, 22 ;Madrid;Latina;28044;917054656;-;ies.mariademolina.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28080967;IES;MARIA GOYRI GOYRI;Calle De Los Ganados Del Salobral, 5 ;Madrid;Villaverde;28021;-;-;ies.mariagoyrigoyri.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28042012;IES;MARIA GUERRERO;Avenida Las Suertes, S/n ;Collado Villalba;-;28400;918508395;918516563;ies.mariaguerrero.colladovillalba@educa.madrid.org;-;Público;
Madrid-Capital;28077269;IES;MARIA RODRIGO;Calle Talamanca Del Jarama, 2 ;Madrid;Villa de Vallecas;28051;912761532;917031802;ies.mariarodrigo.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28003900;IES;MARIA ZAMBRANO;Calle Alpujarras, 52 ;Leganés;-;28915;916880222;916804235;ies.mariazambrano.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28030952;IES;MARIANA PINEDA;Calle Del Alcalde Garrido Juaristi, 8 ;Madrid;Moratalaz;28030;914302111;911911202;ies.marianapineda.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28028431;IES;MARIANO JOSE DE LARRA;Calle De Camarena, 181 ;Madrid;Latina;28047;917192105;917192304;ies.larra.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28002312;IES;MARQUES DE SANTILLANA;Calle De La Isla Del Rey, 5 ;Colmenar Viejo;-;28770;918452114;918463313;ies.marquesdesantil.colmenarviejo@educa.madrid.org;-;Público;
Madrid-Capital;28039840;IES;MARQUES DE SUANZES;Avenida Del Veinticinco De Septiembre, 3 ;Madrid;San Blas-Canillejas;28027;917414653;913200619;ies.marquesdesuanze.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28074669;IES;MENENDEZ PELAYO;Avenida De Las Ciudades, S/n ;Getafe;-;28903;916821511;916817291;ies.menendezpelayo.getafe@educa.madrid.org;-;Público;
Madrid-Este;28002580;IES;MIGUEL CATALAN;Avenida De José Gárate, S/n ;Coslada;-;28823;916727142;916727111;ies.miguelcatalan.coslada@educa.madrid.org;-;Público;
Madrid-Este;28060385;IES;MIGUEL DE CERVANTES;Avenida Del Conde De Coruña, 31 ;Daganzo de Arriba;-;28814;918841825;918841830;ies.migueldecervantes.daganzo@educa.madrid.org;-;Público;
Madrid-Sur;28058688;IES;MIGUEL DELIBES;Calle Miguel Hernández, 2a ;Torrejón de la Calzada;-;28991;918106097;918160211;ies.migueldelibes.torrejondelacalzada@educa.madrid.org;-;Público;
Madrid-Este;28041445;IES;MIGUEL DELIBES;Avenida De Juan Gris, 44 ;Mejorada del Campo;-;28840;916680143;916681443;ies.delibes.mejorada@educa.madrid.org;-;Público;
Madrid-Capital;28038355;IES;MIRASIERRA;Calle De La Portera Del Cura, 4 ;Madrid;Fuencarral-El Pardo;28034;917346532;913720171;ies.mirasierra.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28077491;IES;MONTSERRAT CABALLE;Calle De Eslovaquia, 2 ;Tres Cantos;-;28760;918572564;917031644;ies.montserratcaballe.trescantos@educa.madrid.org;-;Público;
Madrid-Sur;28038446;IES;NARCIS MONTURIOL;Calle Leganés, 38 ;Parla;-;28981;916982811;916981510;ies.narcismonturiol.parla@educa.madrid.org;-;Público;
Madrid-Sur;28074062;IES;NEIL ARMSTRONG;Ronda San Sebastian, 10 ;Valdemoro;-;28341;639314247;918019537;ies.neilarmstrong.valdemoro@educa.madrid.org;-;Público;
Madrid-Sur;28070974;IES;NICOLAS COPERNICO;Avenida Del Sistema Solar, 8 ;Parla;-;28983;918295357;918295364;ies.nicolascopernico.parla@educa.madrid.org;-;Público;
Madrid-Capital;28020806;IES;NUESTRA SEÑORA DE LA ALMUDENA;Plaza De La Remonta, 17 ;Madrid;Tetuán;28039;915712857;915711386;ies.almudena.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28018381;IES;ORTEGA Y GASSET;Calle Santa Fe, 4 ;Madrid;Moncloa-Aravaca;28008;915476635;915413941;ies.ortegaygasset.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28043016;IES;PABLO PICASSO;Calle De Pablo Picasso, S/n ;Pinto;-;28320;916921536;916923423;ies.picasso.pinto@educa.madrid.org;-;Público;
Madrid-Sur;28038859;IES;PARQUE DE LISBOA;Calle De La Paz, 6 ;Alcorcón;-;28924;916118712;916120200;ies.parquelisboa.alcorcon@educa.madrid.org;-;Público;
Madrid-Sur;28045645;IES;PEDRO DE TOLOSA;Calle De Los Estudios, 1 ;San Martín de Valdeiglesias;-;28680;918610145;918612577;ies.pedrodetolosa.sanmartindevaldeiglesias@educa.madrid.org;-;Público;
Madrid-Sur;28072223;IES;PEDRO DUQUE;Calle Beatriz Galindo, 1-3 ;Leganés;-;28914;916889133;916800999;ies.pedroduque.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28074244;IES;PEDRO SALINAS;Calle Del General Marvá, 24-26 ;Madrid;Usera;28026;915699236;915699235;ies.pedrosalinas.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28042103;IES;PINTOR ANTONIO LOPEZ;Calle Del Orégano, 1 ;Tres Cantos;-;28760;918039102;918030328;ies.antoniolopez.trescantos@educa.madrid.org;-;Público;
Madrid-Capital;28047411;IES;PRINCIPE FELIPE;Calle De Finisterre, 60 ;Madrid;Fuencarral-El Pardo;28029;913146312;913159895;ies.principefelipe.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28041378;IES;PROFESOR MAXIMO TRUEBA;Calle De Santillana Del Mar, 22 ;Boadilla del Monte;-;28660;916321512;916321518;ies.maximotrueba.boadilla@educa.madrid.org;-;Público;
Madrid-Este;28038151;IES;RAFAEL ALBERTI;Calle De La Virgen De La Cabeza, 29 ;Coslada;-;28821;916691944;916693203;ies.alberti.coslada@educa.madrid.org;-;Público;
Madrid-Sur;28075492;IES;RAFAEL FRÜHBECK DE BURGOS;Calle Humanes De Madrid, 14 ;Leganés;-;28914;913787733;913787186;ies.rafaelfruhbeckdeburgos.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28028672;IES;RAMIRO DE MAEZTU;Calle De Serrano, 127 ;Madrid;Chamartín;28006;915617838;914110865;ies.ramirodemaeztu.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28030150;IES;RAMON Y CAJAL;Avenida De Manoteras, 55 ;Madrid;Hortaleza;28050;917660911;917665080;ies.ramonycajal.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28044719;IES;RAYUELA;Calle Magallanes, 14 ;Móstoles;-;28933;916641407;916640905;ies.rayuela.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28057271;IES;RENACIMIENTO;Calle De Castellflorite, 4 ;Madrid;Carabanchel;28019;914615211;915256849;ies.renacimiento.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28020624;IES;REY PASTOR;Calle Del Corregidor José De Pasamonte, 17 ;Madrid;Moratalaz;28030;914392661;914371764;ies.reypastor.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28059279;IES;SABINO FERNANDEZ CAMPO;Calle Elisadero, 28 ;Robledo de Chavela;-;28294;918981528;918995876;ies.sabinofernandezcampo.robledo@educa.madrid.org;-;Público;
Madrid-Norte;28046339;IES;SAN AGUSTIN DE GUADALIX;Avenida De Félix Rodríguez De La Fuente, S/n ;San Agustín del Guadalix;-;28750;918419346;918419927;ies.sanagustin.sanagustin@educa.madrid.org;-;Público;
Madrid-Capital;28018472;IES;SAN CRISTOBAL DE LOS ANGELES;Plaza De Los Pinazo, 7 ;Madrid;Villaverde;28021;917972584;915053607;ies.sancristobal.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28034441;IES;SAN ISIDORO DE SEVILLA;Plaza Del Marqués De Comillas, 1 ;Madrid;Chamberí;28040;915330607;915330337;ies.sanisidoro.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28020946;IES;SAN ISIDRO;Calle De Toledo, 39 ;Madrid;Centro;28005;913651271;913656833;ies.sanisidro.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28028465;IES;SAN JUAN BAUTISTA;Calle De San Nemesio, 1 ;Madrid;Ciudad Lineal;28043;914137961;914166908;ies.sanjuanbautista.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28018356;IES;SANTAMARCA;Calle De Puerto Rico, 34 ;Madrid;Chamartín;28016;913505122;913450683;ies.santamarca.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28062011;IES;SANTIAGO RUSIÑOL;Calle Alhambra De Granada ;Aranjuez;-;28300;918090245;918754642;ies.santiagorusinol.aranjuez@educa.madrid.org;-;Público;
Madrid-Oeste;28050562;IES;SAPERE AUDE;Avenida De Los Estudiantes, 4 ;Villanueva del Pardillo;-;28229;918151519;918151764;ies.villanuevadelpardillo@educa.madrid.org;-;Público;
Madrid-Sur;28050550;IES;SEVILLA LA NUEVA;Calle Ruiseñor, 5 ;Sevilla la Nueva;-;28609;918124066;918124067;ies.sevillalanueva.sevilla@educa.madrid.org;-;Público;
Madrid-Norte;28057751;IES;SIERRA DE GUADARRAMA;Avenida Soto, 1 ;Soto del Real;-;28791;918479299;918477010;ies.sierradeguadarrama.soto@educa.madrid.org;-;Público;
Madrid-Sur;28038306;IES;SIGLO XXI;Calle De La Ingeniería, 1 ;Leganés;-;28918;916806303;916807302;ies.sigloveintiuno.leganes@educa.madrid.org;-;Público;
Madrid-Este;28077890;IES;SIMONE VEIL;Parcela Eq-01 Sector 4 De Miramadrid ;Paracuellos de Jarama;-;-;-;-;ies.simoneveil.paracuellos@educa.madrid.org;-;Público;
Madrid-Sur;28075509;IES;SOR JUANA DE LA CRUZ;Calle Los Almendros, S/n ;Cubas de la Sagra;-;28978;912761412;-;ies.sorjuanadelacruz.cubasdelasagra@educa.madrid.org;-;Público;
Madrid-Capital;28019464;IES;TIRSO DE MOLINA;Avenida De La Albufera, 144 ;Madrid;Puente de Vallecas;28038;913033173;913801252;ies.tirsodemolina.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28080050;IES;TORCUATO FERNANDEZ MIRANDA;Avenida De Francia, 163 ;Arroyomolinos;-;28939;-;-;ies.torcuatofdezmiranda.arroyomolinos@educa.madrid.org;-;Público;
Madrid-Capital;28015756;IES;VALDEBERNARDO;Bulevar De Indalecio Prieto, 1 ;Madrid;Vicálvaro;28032;913016099;913016148;ies.valdebernardo.madrid@educa.madrid.org;-;Público;
Madrid-Este;28042681;IES;VALLE INCLAN;Calle Juncal, 14 ;Torrejón de Ardoz;-;28850;916773057;916774289;ies.valleinclan.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Capital;28020648;IES;VALLECAS I;Avenida De La Albufera, 78 ;Madrid;Puente de Vallecas;28038;914773809;914770873;ies.vallecasuno.madrid@educa.madrid.org;-;Público;
Madrid-Este;28024290;IES;VEGA DEL JARAMA;Avenida De Irún, 18 ;San Fernando de Henares;-;28830;916739507;916693092;ies.vegadeljarama.sanfernando@educa.madrid.org;-;Público;
Madrid-Sur;28038896;IES;VELAZQUEZ;Calle Del Pintor Velázquez, 25 ;Móstoles;-;28935;916170563;916175923;ies.velazquez.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28040751;IES;VILLA DE VALLECAS;Calle De Villarino De Los Aires, 14 ;Madrid;Villa de Vallecas;28031;917774715;913802465;ies.villadevallecas.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28039891;IES;VILLABLANCA;Calle De Villablanca, 79 ;Madrid;Vicálvaro;28032;917752214;917766577;ies.villablanca.madrid@educa.madrid.org;-;Público;
Madrid-Este;28045049;IES;VILLAREJO DE SALVANÉS;Avenida De Santa Elena, S/n ;Villarejo de Salvanés;-;28590;918744960;918742210;ies.villarejo@educa.madrid.org;-;Público;
Madrid-Este;28076381;SIES;SECCION  DEL IES LUIS DE GONGORA EN LOECHES;Avenida Clara Campoamor, S/n ;Loeches;-;28890;916741413;916741814;sies.luisdegongora.loeches@educa.madrid.org;-;Público;
Madrid-Oeste;28060348;CP INF-PRI-SEC;EL CANTIZAL;Avenida De Atenas, S/n ;Rozas de Madrid, Las;-;28232;916030099;916317527;cp.elcantizal.lasrozas@educa.madrid.org;-;Público;
Madrid-Oeste;28057076;CP INF-PRI-SEC;EL ENCINAR;Calle Ribadesella, S/n ;Torrelodones;-;28250;918593112;918592885;cp.elencinar.torrelodones@educa.madrid.org;-;Público;
Madrid-Este;28002038;CP INF-PRI-SEC;FEDERICO GARCIA LORCA;Calle De La Huerta, S/n ;Camarma de Esteruelas;-;28816;918865256;918865248;cp.garcialorca.camarma@educa.madrid.org;-;Público;
Madrid-Sur;28023364;CP INF-PRI-SEC;ISABEL LA CATOLICA;Calle Vía Olímpica, S/n ;Navas del Rey;-;28695;918650536;918650790;cp.isabellacatolica.navas@educa.madrid.org;-;Público;
Madrid-Norte;28025403;CP INF-PRI-SEC;JESUS ARAMBURU;Calle Del Jarama, 10 ;Valdetorres de Jarama;-;28150;918472060;918415204;cp.jesusaramburu.valdetorres@educa.madrid.org;-;Público;
Madrid-Este;28023388;CP INF-PRI-SEC;JUAN DE GOYENECHE;Avenida Glasgow, 1 ;Nuevo Baztán;-;28514;918735070;918734258;cp.goyeneche.nuevobaztan@educa.madrid.org;-;Público;
Madrid-Oeste;28001812;CP INF-PRI-SEC;JUAN RAMON JIMENEZ;Paseo De San Sebastián, 23 ;Becerril de la Sierra;-;28490;918538064;918555468;cp.juanramonjimenez.becerril@educa.madrid.org;colegiobecerril@gmail.com;Público;
Madrid-Este;28077348;CP INF-PRI-SEC;LA LUNA;Avenida De La Tierra, 2 ;Rivas-Vaciamadrid;-;28523;916665859;-;cp.laluna.rivas@educa.madrid.org;-;Público;
Madrid-Oeste;28023741;CP INF-PRI-SEC;LOS ANGELES;Calle Diego De Velázquez, 5 ;Pozuelo de Alarcón;-;28223;917116584;915180145;cp.losangeles.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Sur;28070691;CP INF-PRI-SEC;MAESTRO RODRIGO;Avenida Memorial De La Paz De Hiroshima, S/n ;Aranjuez;-;28300;918927841;918928169;cp.maestrorodrigo.aranjuez@educa.madrid.org;-;Público;
Madrid-Sur;28063878;CP INF-PRI-SEC;MARIA MARTIN;Calle De Las Víctimas Del Terrorismo, S/n ;Navalcarnero;-;28600;918110110;918115517;cp.mariamartin.navalcarnero@educa.madrid.org;-;Público;
Madrid-Oeste;28057088;CP INF-PRI-SEC;MARIA MOLINER;Avenida Rioja, 14 ;Villanueva de la Cañada;-;28691;918155505;-;cp.mariamoliner.villanuevadelacanada@educa.madrid.org;-;Público;
Madrid-Norte;28002853;CP INF-PRI-SEC;MARTINA GARCIA;Avenida Julián Sánchez, 17 ;Fuente el Saz de Jarama;-;28140;916200825;916224053;cp.martinagarcia.fuenteelsaz@educa.madrid.org;-;Público;
Madrid-Sur;28076307;CP INF-PRI-SEC;MIGUEL DE CERVANTES;Calle De Maritornes C/v Insula Malindrania ;Getafe;-;28906;910517794;910517842;cp.migueldecervantes.getafe@educa.madrid.org;-;Público;
Madrid-Este;28025415;CP INF-PRI-SEC;MIGUEL DE CERVANTES;Calle Miguel Cervantes, 4 ;Valdilecha;-;28511;918738437;918738660;cp.cervantes.valdilecha@educa.madrid.org;-;Público;
Madrid-Oeste;28079451;CP INF-PRI-SEC;PADRE GARRALDA;Calle Sierra Nevada, 32 ;Villanueva de la Cañada;-;28691;918354980;-;cp.padregarralda.villanuevadelacanada@educa.madrid.org;-;Público;
Madrid-Norte;28001952;CP INF-PRI-SEC;PEÑALTA;Calle Peñalta, S/n ;Buitrago del Lozoya;-;28730;918680107;918680186;cp.penalta.buitrago@educa.madrid.org;cp.penalta.buitrago@educa.madrid.org;Público;
Madrid-Oeste;28001848;CP INF-PRI-SEC;PRINCIPE DON FELIPE;Calle De Juan Carlos I, 40 ;Boadilla del Monte;-;28660;916331626;916331954;cp.principedonfelipe.boadilla@educa.madrid.org;-;Público;
Madrid-Oeste;28064160;CP INF-PRI-SEC;PRINCIPES DE ASTURIAS;Calle Atlántico Del Paular, 8 ;Pozuelo de Alarcón;-;28224;917140919;913515144;cp.principesdeasturias.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Norte;28073872;CP INF-PRI-SEC;PUERTA DE LA SIERRA;Calle Placer De Ver, S/n ;Venturada;-;28729;918439140;918439289;cp.puertadelasierra.venturada@educa.madrid.org;-;Público;
Madrid-Este;28067604;CP INF-PRI-SEC;SALVADOR DE MADARIAGA;Calle La Lámpara, S/n ;Daganzo de Arriba;-;28814;918848589;918848590;cp.salvadordemadariaga.daganzo@educa.madrid.org;-;Público;
Madrid-Este;28000029;CP INF-PRI-SEC;SAN BLAS;Calle Víctor Hurtado, S/n ;Ajalvir;-;28864;918844589;918844211;cp.sanblas.ajalvir@educa.madrid.org;-;Público;
Madrid-Oeste;28001873;CP INF-PRI-SEC;SAN SEBASTIAN;Carretera Mazanares El Real, 10 ;Boalo, El;-;28413;918559382;-;cp.sansebastian.elboalo@educa.madrid.org;-;Público;
Madrid-Norte;28039669;CP INF-PRI-SEC;SANTO DOMINGO;Avenida Del Guadalix, 35 ;Algete;-;28120;916221690;916222409;cp.santodomingo.algete@educa.madrid.org;-;Público;
Madrid-Norte;28002211;CP INF-PRI-SEC;VILLA DE COBEÑA;Calle De La Fuente, 17 ;Cobeña;-;28863;916208425;916208425;cp.villadecobena.cobena@educa.madrid.org;-;Público;
